TITLE     = "Visualization of the solution"
VARIABLES = "x"
"y"
"Pressure_Coefficient"
ZONE T="Zone"
 STRANDID=0, SOLUTIONTIME=0
 Nodes=12257, Elements=23933, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE )
 9.998815060E-01 5.099668633E-04 2.333010139E-01
 9.860618114E-01 3.051651875E-03 1.627311680E-01
 9.737481475E-01 5.418668501E-03 8.588065358E-02
 9.582876563E-01 8.251471445E-03 5.093746794E-02
 9.439225197E-01 1.091971248E-02 8.995238569E-03
 9.304909706E-01 1.336366963E-02 -1.379989853E-02
 9.189206958E-01 1.551811676E-02 -5.279644859E-02
 9.065708518E-01 1.774896123E-02 -8.029034516E-02
 8.947504759E-01 1.984756254E-02 -1.093350814E-01
 8.824474812E-01 2.195041999E-02 -1.288900597E-01
 8.702654839E-01 2.397897653E-02 -1.440275924E-01
 8.582854867E-01 2.596011013E-02 -1.717535310E-01
 8.456737399E-01 2.794383653E-02 -1.853894738E-01
 8.340156078E-01 2.972090244E-02 -1.924797780E-01
 8.223431706E-01 3.148891032E-02 -2.118579862E-01
 8.095874786E-01 3.334739059E-02 -2.221723355E-01
 7.966138124E-01 3.519626707E-02 -2.304829976E-01
 7.846514583E-01 3.689774871E-02 -2.537278032E-01
 7.719314694E-01 3.861774132E-02 -2.531205168E-01
 7.603129148E-01 4.021568224E-02 -2.776201444E-01
 7.473266721E-01 4.191821441E-02 -2.865219735E-01
 7.336972356E-01 4.368244484E-02 -3.034296898E-01
 7.228880525E-01 4.505252466E-02 -3.205140481E-01
 7.119240165E-01 4.639005661E-02 -3.291051517E-01
 7.003314495E-01 4.777787998E-02 -3.425920979E-01
 6.871924996E-01 4.930219799E-02 -3.594045930E-01
 6.743762493E-01 5.072525516E-02 -3.699104322E-01
 6.640537977E-01 5.185019597E-02 -3.875532185E-01
 6.526406407E-01 5.302651599E-02 -3.948919468E-01
 6.414164305E-01 5.415026471E-02 -4.072889460E-01
 6.295976639E-01 5.528981239E-02 -4.225816756E-01
 6.183964014E-01 5.631664023E-02 -4.401657055E-01
 6.076437831E-01 5.721590295E-02 -4.366121363E-01
 5.953413844E-01 5.823336542E-02 -4.552595874E-01
 5.836684108E-01 5.912617967E-02 -4.672884873E-01
 5.701058507E-01 6.006714329E-02 -4.733577959E-01
 5.574088693E-01 6.088237837E-02 -4.836772346E-01
 5.448428392E-01 6.161038205E-02 -4.929802023E-01
 5.335913897E-01 6.218860671E-02 -4.967627490E-01
 5.216955543E-01 6.273093075E-02 -4.980344770E-01
 5.090166926E-01 6.324686855E-02 -5.080155293E-01
 4.979567528E-01 6.361331046E-02 -5.032334770E-01
 4.848420620E-01 6.399675459E-02 -5.104224001E-01
 4.718374312E-01 6.428593397E-02 -5.126332269E-01
 4.577257633E-01 6.449315697E-02 -5.094739452E-01
 4.439014494E-01 6.461095810E-02 -5.091306757E-01
 4.310014546E-01 6.463623792E-02 -5.044317146E-01
 4.181345403E-01 6.460084021E-02 -5.053523241E-01
 4.056782126E-01 6.449273974E-02 -5.051209278E-01
 3.930797875E-01 6.429663301E-02 -4.988733947E-01
 3.809651732E-01 6.404680759E-02 -4.941130510E-01
 3.695753813E-01 6.376144290E-02 -4.927264617E-01
 3.563008010E-01 6.334314495E-02 -4.845405432E-01
 3.441421986E-01 6.291071326E-02 -4.832019852E-01
 3.315494955E-01 6.239032000E-02 -4.827924872E-01
 3.208465874E-01 6.187440827E-02 -4.712232257E-01
 3.083083332E-01 6.122524664E-02 -4.674081562E-01
 2.954703271E-01 6.049023196E-02 -4.652921006E-01
 2.816725373E-01 5.959628522E-02 -4.527898107E-01
 2.691424191E-01 5.873291567E-02 -4.518405840E-01
 2.570938766E-01 5.781961232E-02 -4.437690757E-01
 2.444691658E-01 5.678724498E-02 -4.348106422E-01
 2.317036241E-01 5.567302555E-02 -4.293421908E-01
 2.193943262E-01 5.452008918E-02 -4.228166840E-01
 2.074348480E-01 5.331754684E-02 -4.133165736E-01
 1.958819479E-01 5.208934471E-02 -4.050515460E-01
 1.834961623E-01 5.069698393E-02 -4.017096700E-01
 1.715674102E-01 4.924608395E-02 -3.864559341E-01
 1.600655019E-01 4.778460041E-02 -3.796727766E-01
 1.482401341E-01 4.619177431E-02 -3.730288575E-01
 1.373996884E-01 4.464015365E-02 -3.640842716E-01
 1.260754466E-01 4.291489348E-02 -3.500869885E-01
 1.146691293E-01 4.108562320E-02 -3.425086019E-01
 1.041547358E-01 3.929297999E-02 -3.328340573E-01
 9.430183470E-02 3.750330582E-02 -3.203032273E-01
 8.329830319E-02 3.537706286E-02 -3.085182053E-01
 7.169653475E-02 3.295433149E-02 -2.946415853E-01
 6.177338213E-02 3.071415797E-02 -2.760581987E-01
 5.209589005E-02 2.833928168E-02 -2.581755727E-01
 4.327355325E-02 2.598544024E-02 -2.412277015E-01
 3.575491533E-02 2.377643622E-02 -2.229179331E-01
 2.917591669E-02 2.165894210E-02 -1.980955100E-01
 2.363442071E-02 1.969317161E-02 -1.810253062E-01
 1.965760253E-02 1.814132370E-02 -1.508284258E-01
 1.589877903E-02 1.654360816E-02 -1.347931181E-01
 1.307636313E-02 1.522243582E-02 -9.158097545E-02
 1.058088429E-02 1.394438464E-02 -6.092811766E-02
 8.725984953E-03 1.290883031E-02 -2.501862503E-02
 7.049012929E-03 1.188811567E-02 4.844710550E-03
 5.520279519E-03 1.086627413E-02 8.315164099E-02
 3.503076499E-03 9.337258525E-03 1.755849581E-01
 1.830409863E-03 7.815144956E-03 2.510972795E-01
 3.954690474E-04 6.182280835E-03 5.003522337E-01
 -9.634752059E-04 3.968031611E-03 7.589531263E-01
 -1.575933420E-03 2.217689995E-03 9.354566052E-01
 -1.787827117E-03 8.205193444E-04 1.070329220E+00
 -1.737921266E-03 -8.024583803E-04 1.117647504E+00
 -1.320523443E-03 -2.622332424E-03 1.094826971E+00
 -3.780091356E-04 -4.743401892E-03 9.500781013E-01
 1.119720284E-03 -6.964737549E-03 7.698815532E-01
 3.204103559E-03 -9.278427809E-03 5.897755200E-01
 5.079919938E-03 -1.097910851E-02 4.553048958E-01
 7.308595348E-03 -1.272272877E-02 3.638311176E-01
 8.965386078E-03 -1.388300490E-02 2.788445945E-01
 1.103521418E-02 -1.521090511E-02 2.283878625E-01
 1.343071088E-02 -1.661873795E-02 1.591431686E-01
 1.669056714E-02 -1.835858822E-02 9.820221797E-02
 1.976887137E-02 -1.984551549E-02 3.787905281E-02
 2.379704267E-02 -2.163269930E-02 -2.391607096E-03
 2.913861908E-02 -2.376903780E-02 -5.204097471E-02
 3.484724835E-02 -2.583269030E-02 -9.940909053E-02
 4.197752476E-02 -2.815020457E-02 -1.297603970E-01
 4.946526140E-02 -3.035240434E-02 -1.628400441E-01
 5.829911307E-02 -3.270773590E-02 -1.839701876E-01
 6.697900593E-02 -3.482092917E-02 -2.094087351E-01
 7.722315937E-02 -3.711429983E-02 -2.262515290E-01
 8.702084422E-02 -3.912719339E-02 -2.401187258E-01
 9.733262658E-02 -4.110290483E-02 -2.575240730E-01
 1.082859263E-01 -4.304092377E-02 -2.671913458E-01
 1.195701361E-01 -4.490962997E-02 -2.817557497E-01
 1.311009377E-01 -4.668759182E-02 -2.928726731E-01
 1.415634304E-01 -4.819397628E-02 -3.023136079E-01
 1.527349651E-01 -4.971732199E-02 -3.148486528E-01
 1.646351814E-01 -5.123281479E-02 -3.256312787E-01
 1.762226820E-01 -5.261149630E-02 -3.367587155E-01
 1.879799813E-01 -5.391746387E-02 -3.476909106E-01
 1.984720379E-01 -5.500418320E-02 -3.575825304E-01
 2.097092420E-01 -5.609375983E-02 -3.684940530E-01
 2.218794525E-01 -5.718008056E-02 -3.779539636E-01
 2.342887968E-01 -5.819757655E-02 -3.903393078E-01
 2.465168387E-01 -5.910692737E-02 -4.038278910E-01
 2.589832842E-01 -5.991785228E-02 -4.097792664E-01
 2.699491978E-01 -6.055234373E-02 -4.193054669E-01
 2.824715376E-01 -6.118510291E-02 -4.283668233E-01
 2.948295176E-01 -6.170563772E-02 -4.377235736E-01
 3.076853454E-01 -6.213227287E-02 -4.449696572E-01
 3.194132447E-01 -6.242351606E-02 -4.558952768E-01
 3.319247663E-01 -6.259724498E-02 -4.551641395E-01
 3.425134122E-01 -6.264747679E-02 -4.548549856E-01
 3.539255857E-01 -6.262216717E-02 -4.594345788E-01
 3.649615049E-01 -6.248857081E-02 -4.563024765E-01
 3.757618964E-01 -6.227208674E-02 -4.580931602E-01
 3.872089088E-01 -6.193150580E-02 -4.551156877E-01
 4.000362158E-01 -6.139537320E-02 -4.390241291E-01
 4.122701287E-01 -6.077129394E-02 -4.316816456E-01
 4.251504838E-01 -5.996812508E-02 -4.138305682E-01
 4.377080500E-01 -5.905274674E-02 -3.944972086E-01
 4.502025247E-01 -5.803195760E-02 -3.770658803E-01
 4.623922110E-01 -5.691268668E-02 -3.525871613E-01
 4.749462306E-01 -5.566582829E-02 -3.322062238E-01
 4.865307808E-01 -5.439976975E-02 -3.011056498E-01
 4.991807640E-01 -5.296553299E-02 -2.817682467E-01
 5.128669739E-01 -5.129183829E-02 -2.469979422E-01
 5.265363455E-01 -4.955917597E-02 -2.224903519E-01
 5.396956205E-01 -4.780891538E-02 -1.928643907E-01
 5.531499982E-01 -4.595898464E-02 -1.630574026E-01
 5.664156675E-01 -4.411023110E-02 -1.408323711E-01
 5.795626640E-01 -4.221202433E-02 -1.082362065E-01
 5.922527909E-01 -4.041004553E-02 -9.673858465E-02
 6.047501564E-01 -3.854868189E-02 -6.215305118E-02
 6.185456514E-01 -3.653847426E-02 -4.777258265E-02
 6.326940060E-01 -3.441216797E-02 -1.396150311E-02
 6.470944285E-01 -3.232614696E-02 -4.420581335E-03
 6.601738334E-01 -3.038053587E-02 2.095748541E-02
 6.736805439E-01 -2.837784030E-02 4.309175243E-02
 6.864013076E-01 -2.652584948E-02 5.813674362E-02
 6.986898780E-01 -2.474516630E-02 7.529505302E-02
 7.134855986E-01 -2.260748111E-02 9.725712591E-02
 7.267277241E-01 -2.074921690E-02 1.088726937E-01
 7.383125424E-01 -1.911244914E-02 1.283658055E-01
