TITLE     = "Visualization of the solution"
VARIABLES = "x"
"y"
"Pressure_Coefficient"
ZONE T="Zone"
 STRANDID=0, SOLUTIONTIME=0
 Nodes=12183, Elements=23786, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE )
 9.998062253E-01 5.076851230E-04 3.518505583E-01
 9.862684608E-01 3.244533436E-03 2.330710927E-01
 9.728376269E-01 5.841796752E-03 1.813041366E-01
 9.569109082E-01 9.055972099E-03 1.066373800E-01
 9.421387911E-01 1.191529166E-02 7.211173584E-02
 9.285398722E-01 1.456614956E-02 4.123303370E-02
 9.174960852E-01 1.678726450E-02 -1.647770267E-02
 9.053807855E-01 1.907694712E-02 -2.968794857E-02
 8.937693834E-01 2.130271122E-02 -6.375910190E-02
 8.818082809E-01 2.358634211E-02 -1.128515985E-01
 8.692030311E-01 2.583466657E-02 -1.170645967E-01
 8.570604324E-01 2.804461308E-02 -1.594225040E-01
 8.447200060E-01 3.019133769E-02 -1.812091908E-01
 8.332526684E-01 3.211914748E-02 -1.871518388E-01
 8.216321468E-01 3.408303484E-02 -2.141635505E-01
 8.093299866E-01 3.612616658E-02 -2.424837371E-01
 7.967471480E-01 3.814975917E-02 -2.604703360E-01
 7.848763466E-01 4.002834111E-02 -2.832708362E-01
 7.728875279E-01 4.187835380E-02 -3.028010390E-01
 7.614964247E-01 4.360233620E-02 -3.218944251E-01
 7.488973737E-01 4.546136037E-02 -3.406746185E-01
 7.356330752E-01 4.738534614E-02 -3.671050646E-01
 7.250573635E-01 4.887090623E-02 -3.849875532E-01
 7.141901851E-01 5.039231107E-02 -4.189037138E-01
 7.025423646E-01 5.192374066E-02 -4.240060199E-01
 6.894215941E-01 5.364321545E-02 -4.588170692E-01
 6.767117381E-01 5.521011353E-02 -4.682095978E-01
 6.662732363E-01 5.648122728E-02 -4.931817134E-01
 6.546963453E-01 5.783979967E-02 -5.208237042E-01
 6.433170438E-01 5.911505595E-02 -5.423050971E-01
 6.315603256E-01 6.035542116E-02 -5.402633405E-01
 6.201170087E-01 6.150480732E-02 -4.970475951E-01
 6.095393896E-01 6.254503876E-02 -4.812762402E-01
 5.974707007E-01 6.364215910E-02 -7.726680408E-01
 5.856089592E-01 6.462331116E-02 -9.474862003E-01
 5.720625520E-01 6.568650901E-02 -9.139811488E-01
 5.593326092E-01 6.659332663E-02 -9.029526851E-01
 5.468662381E-01 6.740802526E-02 -8.975142400E-01
 5.356907845E-01 6.805566698E-02 -8.740977990E-01
 5.237075090E-01 6.866225600E-02 -8.649995684E-01
 5.111055374E-01 6.925371289E-02 -8.589310740E-01
 4.999893904E-01 6.968217343E-02 -8.258165729E-01
 4.867407978E-01 7.009682804E-02 -8.206949936E-01
 4.736093879E-01 7.046373934E-02 -8.038601918E-01
 4.593480229E-01 7.071039826E-02 -7.736409064E-01
 4.456885755E-01 7.087721676E-02 -7.704314670E-01
 4.327678084E-01 7.095898688E-02 -7.469913381E-01
 4.195987880E-01 7.093185186E-02 -7.237798837E-01
 4.069186151E-01 7.084634155E-02 -7.200184745E-01
 3.938957751E-01 7.067742199E-02 -7.127418556E-01
 3.816061020E-01 7.045395672E-02 -6.959271274E-01
 3.699628115E-01 7.015938312E-02 -6.681860333E-01
 3.566120267E-01 6.975588202E-02 -6.567635440E-01
 3.440210819E-01 6.929665059E-02 -6.386632573E-01
 3.308744431E-01 6.873673201E-02 -6.313053743E-01
 3.202095032E-01 6.823261827E-02 -6.181941395E-01
 3.076139092E-01 6.754998118E-02 -5.974964409E-01
 2.946517169E-01 6.678134948E-02 -5.855967055E-01
 2.807568610E-01 6.585938483E-02 -5.718925245E-01
 2.684310675E-01 6.495582312E-02 -5.542852475E-01
 2.563850284E-01 6.399680674E-02 -5.353231553E-01
 2.440011948E-01 6.293553114E-02 -5.212345067E-01
 2.314651459E-01 6.178014353E-02 -5.088999201E-01
 2.193141580E-01 6.057050079E-02 -4.921286472E-01
 2.075060159E-01 5.930542946E-02 -4.716681488E-01
 1.959843785E-01 5.799883977E-02 -4.579450195E-01
 1.836916357E-01 5.651292950E-02 -4.437010695E-01
 1.718708128E-01 5.497077480E-02 -4.190847179E-01
 1.602769792E-01 5.337655544E-02 -4.031928664E-01
 1.486722231E-01 5.167578533E-02 -3.869258305E-01
 1.379857510E-01 5.000334606E-02 -3.635381709E-01
 1.267578602E-01 4.814211279E-02 -3.426450383E-01
 1.156229451E-01 4.617552459E-02 -3.223702923E-01
 1.051025763E-01 4.419614002E-02 -2.930607200E-01
 9.535185248E-02 4.224352539E-02 -2.744019489E-01
 8.468704671E-02 3.996522352E-02 -2.455026157E-01
 7.336523384E-02 3.735226393E-02 -2.105066694E-01
 6.366372854E-02 3.493913636E-02 -1.770808914E-01
 5.410874262E-02 3.235641122E-02 -1.372782786E-01
 4.525610432E-02 2.974458225E-02 -9.933419663E-02
 3.771606833E-02 2.732414752E-02 -5.560165184E-02
 3.104650229E-02 2.497681603E-02 -9.356045687E-03
 2.529787458E-02 2.276601829E-02 3.224901995E-02
 2.110731602E-02 2.099867724E-02 8.164729237E-02
 1.708314940E-02 1.916123182E-02 1.258808808E-01
 1.401831768E-02 1.762365364E-02 1.799951395E-01
 1.131007541E-02 1.614343934E-02 2.242196075E-01
 9.322413243E-03 1.496412698E-02 2.733352065E-01
 7.532101125E-03 1.380470209E-02 3.165515210E-01
 5.873058923E-03 1.263529528E-02 3.967972497E-01
 3.726963187E-03 1.092283055E-02 4.973511766E-01
 1.909328275E-03 9.195149876E-03 5.969180736E-01
 3.871592053E-04 7.381021511E-03 8.014051132E-01
 -1.096860273E-03 4.859749228E-03 1.004855422E+00
 -1.726613613E-03 2.949888585E-03 1.130875933E+00
 -1.932781423E-03 1.429837896E-03 1.209112708E+00
 -1.862317440E-03 -3.246759297E-04 1.200267838E+00
 -1.417994965E-03 -2.230589977E-03 1.111741237E+00
 -4.279534332E-04 -4.479884636E-03 9.788724631E-01
 1.120474190E-03 -6.816977635E-03 7.934582244E-01
 3.264158266E-03 -9.239384905E-03 6.209077656E-01
 5.180414300E-03 -1.101142261E-02 4.852792748E-01
 7.384913508E-03 -1.277931686E-02 3.936984949E-01
 9.067004547E-03 -1.399045065E-02 3.023143018E-01
 1.116942987E-02 -1.537669078E-02 2.491243844E-01
 1.360782143E-02 -1.684652828E-02 1.803892518E-01
 1.688322611E-02 -1.863439195E-02 1.158466309E-01
 1.993229240E-02 -2.015526779E-02 4.787082496E-02
 2.390638366E-02 -2.196484618E-02 -6.437874661E-04
 2.935391292E-02 -2.421396412E-02 -5.606875361E-02
 3.517948836E-02 -2.636316419E-02 -1.120265143E-01
 4.231698066E-02 -2.874660678E-02 -1.522048821E-01
 4.993373156E-02 -3.104508109E-02 -1.930242401E-01
 5.892034248E-02 -3.349253535E-02 -2.247490394E-01
 6.774003804E-02 -3.568441048E-02 -2.536002118E-01
 7.798927277E-02 -3.802657872E-02 -2.833373306E-01
 8.797058463E-02 -4.011459649E-02 -3.034772089E-01
 9.863472730E-02 -4.218303412E-02 -3.233038563E-01
 1.098299474E-01 -4.418941587E-02 -3.384063261E-01
 1.214013398E-01 -4.612999037E-02 -3.604542683E-01
 1.330406964E-01 -4.794172570E-02 -3.783607898E-01
 1.435018927E-01 -4.946789518E-02 -3.960653725E-01
 1.546602845E-01 -5.099951476E-02 -4.128982014E-01
 1.665647030E-01 -5.252749100E-02 -4.308440976E-01
 1.780191511E-01 -5.390323326E-02 -4.518140100E-01
 1.897484362E-01 -5.521481112E-02 -4.697334442E-01
 2.002268583E-01 -5.630797148E-02 -4.885525841E-01
 2.114352733E-01 -5.740017071E-02 -5.075190590E-01
 2.236285061E-01 -5.848908052E-02 -5.232281161E-01
 2.359920293E-01 -5.951071158E-02 -5.513980480E-01
 2.478049695E-01 -6.038194150E-02 -5.734791363E-01
 2.599613070E-01 -6.118559092E-02 -5.904224999E-01
 2.708316445E-01 -6.182756647E-02 -6.189010377E-01
 2.834080458E-01 -6.246418133E-02 -6.399381295E-01
 2.954387963E-01 -6.296880543E-02 -6.602088791E-01
 3.084382117E-01 -6.340492517E-02 -6.796548342E-01
 3.201056421E-01 -6.369474530E-02 -7.140723507E-01
 3.326057196E-01 -6.388109177E-02 -7.425086031E-01
 3.432206810E-01 -6.393838674E-02 -7.716873068E-01
 3.546806872E-01 -6.389420480E-02 -7.773430536E-01
 3.656106889E-01 -6.377016008E-02 -8.037646703E-01
 3.762575686E-01 -6.352478266E-02 -8.059968434E-01
 3.879878223E-01 -6.315972656E-02 -7.301725011E-01
 4.009774029E-01 -6.262560189E-02 -6.413056837E-01
 4.132571220E-01 -6.196602806E-02 -6.082476521E-01
 4.262120426E-01 -6.117015705E-02 -6.012046992E-01
 4.386524856E-01 -6.024548411E-02 -5.606019216E-01
 4.513332546E-01 -5.918280035E-02 -5.070643321E-01
 4.635344744E-01 -5.806038901E-02 -4.731363369E-01
 4.757939279E-01 -5.680863187E-02 -4.244166899E-01
 4.879078567E-01 -5.551312119E-02 -3.978184348E-01
 5.002949834E-01 -5.405538902E-02 -3.450774173E-01
 5.139893889E-01 -5.237574130E-02 -3.024067834E-01
 5.274636745E-01 -5.062434822E-02 -2.543861972E-01
 5.405899286E-01 -4.890451953E-02 -2.327047155E-01
 5.537659526E-01 -4.706485942E-02 -1.859256265E-01
 5.668984056E-01 -4.520650581E-02 -1.521668513E-01
 5.800881386E-01 -4.329254851E-02 -1.143913616E-01
 5.928184390E-01 -4.145892337E-02 -9.551871915E-02
 6.055007577E-01 -3.957759589E-02 -6.363511809E-02
 6.190310717E-01 -3.754361346E-02 -2.976210191E-02
 6.332111359E-01 -3.542221710E-02 -2.211023469E-03
 6.474000812E-01 -3.330969438E-02 2.056838357E-02
 6.604987383E-01 -3.134650737E-02 4.590606560E-02
 6.740416288E-01 -2.933488041E-02 6.529328276E-02
 6.863226295E-01 -2.748456411E-02 9.397043366E-02
 6.987766623E-01 -2.564458363E-02 1.134101777E-01
 7.136868834E-01 -2.348258905E-02 1.311744794E-01
 7.266010046E-01 -2.158666775E-02 1.609707373E-01
 7.384492755E-01 -1.993122883E-02 1.694579852E-01
